"","x","y","z","face","place","object","cluster","category"
"V5767",-4.4502,-23.706,51.351,5.1453022617317,1.0224761982431,-6.1677784599748,2,"face"
"V5784",5.9993,-15.728,51.178,0.749503020204956,-4.7861932084028,4.0366901881979,1,"object"
"V5792",2.2124,-12.138,51.498,1.4247330659595,-4.7603310654546,3.335597999495,1,"object"
"V5793",5.817,-11.978,51.336,3.3383312745068,-0.103566881078134,-3.2347643934287,2,"face"
"V5802",-1.5745,-8.5472,51.819,4.5148953929287,-2.3398865051137,-2.175008887815,2,"face"
"V5805",16.449,-7.75,51.005,5.5608395468546,-2.4503478001447,-3.1104917467098,2,"face"
"V5826",26.898,0.22807,50.832,-3.3565409372006,2.7917190351842,0.564821902016365,3,"place"
"V5827",30.503,0.38753,50.669,-4.0526748606488,6.8625950024302,-2.8099201417814,3,"place"
"V5830",41.317,0.86596,50.18,-4.3480898973866,6.0735828451285,-1.7254929477419,3,"place"
"V5831",44.922,1.0254,50.018,6.6929020194007,-3.845897643529,-2.8470043758717,2,"face"
"V5843",26.716,3.9781,50.989,4.1181309926318,-0.721677285359074,-3.3964537072727,2,"face"
"V5845",41.135,4.6157,50.338,4.7208306938721,1.3792466484265,-6.1000773422987,2,"face"
"V5847",-38.35,4.8577,54.077,-4.606750659158,3.3282833196967,1.2784673394612,3,"place"
"V5855",26.534,7.7275,51.146,-6.1082841224079,2.0603443998282,4.0479397225796,3,"place"
"V58651",29.956,11.637,51.141,-8.2244409484247,2.4025088999148,5.8219320485099,1,"object"
"V5984",17.32,48.657,53.206,-5.7047468486045,5.4463528696143,0.258393978990167,3,"place"
"V6054",-22.779,-13.648,56.504,-5.9940151828903,6.3573222560223,-0.36330707313198,3,"place"
"V6115",30.198,11.243,55.007,-1.2035170049481,0.351167595785528,0.852349409162621,3,"place"
"V6145",-2.791,21.058,56.945,-3.7154222473291,-1.4060717871202,5.1214940344493,1,"object"
"V6279",10.998,-35.105,57.959,-2.4579563637334,1.7087254316913,0.74923093204217,3,"place"
"V62811",10.816,-31.356,58.116,-5.4682667103377,6.1104139527536,-0.642147242415949,3,"place"
"V6312",-12.088,-6.0633,60.196,-3.2348045028447,2.7192463713392,0.515558131505502,3,"place"
