...1,x,y,z,face,place,object,cluster,category
V3774,16.912,68.666,25.614,2.62E-04,9.06E-05,-3.53E-04,1,place
V3775,20.68,68.713,25.655,-2.80E-04,3.92E-06,2.76E-04,3,object
V3789,16.777,72.132,26.392,1.82E-04,5.43E-04,-7.24E-04,1,place
V3790,20.545,72.18,26.433,-2.24E-04,-2.22E-04,4.46E-04,3,object
V3794,-43.642,74.834,26.522,3.09E-06,4.91E-04,-4.94E-04,1,place
V3795,-39.874,74.883,26.562,3.56E-04,-1.43E-04,-2.14E-04,2,face
V3870,36.773,-53.791,1.8787,5.44E-04,-0.001096065,5.52E-04,2,face
V3875,-1.0392,-50.802,2.2515,-2.29E-04,-2.01E-04,4.31E-04,3,object
V3877,40.406,-50.277,2.6973,4.68E-04,-2.17E-04,-2.51E-04,2,face
V3880,36.503,-46.858,3.4347,6.62E-04,1.13E-05,-6.73E-04,2,face
V3881,40.27,-46.81,3.4748,-4.57E-04,-3.58E-04,8.15E-04,3,object
V3882,44.038,-46.762,3.5149,-1.43E-04,6.16E-04,-4.73E-04,1,place
V3884,47.671,-43.248,4.3335,1.66E-04,7.46E-05,-2.41E-04,1,place
V3892,47.4,-36.315,5.8895,4.26E-04,2.80E-05,-4.54E-04,1,place
V3898,47.13,-29.383,7.445,1.60E-04,2.56E-04,-4.16E-04,1,place
V3899,50.897,-29.335,7.4851,3.30E-04,-2.00E-04,-1.30E-04,2,face
V3903,50.762,-25.868,8.2627,-3.87E-04,0.001156992,-7.70E-04,1,place
V3905,54.394,-22.354,9.0813,3.02E-05,3.16E-04,-3.46E-04,1,place
V3960,52.636,22.707,19.192,4.14E-04,1.70E-04,-5.84E-04,1,place
V3966,56.269,26.222,20.011,-4.77E-04,0.001203592,-7.27E-04,1,place
V3974,59.766,33.202,21.607,-2.61E-04,3.11E-05,2.30E-04,3,object
V3980,59.631,36.668,22.384,-2.51E-04,2.41E-04,9.96E-06,1,place
V3989,51.825,43.506,23.859,5.11E-04,-2.14E-04,-2.97E-04,2,face
V3990,55.592,43.553,23.9,-3.51E-04,2.28E-04,1.23E-04,1,place
V4026,17.104,63.873,28.161,-3.24E-04,3.19E-04,4.90E-06,1,place
V4030,47.246,64.256,28.485,-2.69E-04,7.65E-05,1.93E-04,3,object
V4040,16.969,67.34,28.939,-6.84E-05,3.33E-04,-2.65E-04,1,place
V4050,16.833,70.807,29.717,2.11E-04,-1.64E-04,-4.74E-05,2,face
V4060,-17.211,73.843,30.13,-1.59E-04,2.56E-04,-9.66E-05,1,place
V4070,-28.65,77.166,30.786,4.34E-04,9.68E-05,-5.31E-04,1,place
V4096,-8.1127,-62.621,3.1611,-3.37E-04,4.88E-04,-1.52E-04,1,place
V4098,6.9582,-62.43,3.3238,1.22E-04,2.41E-04,-3.63E-04,1,place
V4105,29.429,-58.677,4.3443,-1.12E-04,4.54E-04,-3.42E-04,1,place
V4109,10.455,-55.45,4.9194,4.89E-04,-5.04E-04,1.59E-05,2,face
V4119,40.462,-51.601,6.0215,-1.64E-04,2.65E-04,-1.01E-04,1,place
V4139,-46.601,-42.3,7.423,-3.43E-04,-5.35E-05,3.96E-04,3,object
V4148,-47.007,-31.902,9.756,-3.70E-04,-1.06E-05,3.81E-04,3,object
V4153,-50.91,-28.483,10.493,2.97E-04,-2.42E-04,-5.51E-05,2,face
V4157,47.051,-27.242,11.547,-1.48E-04,-1.53E-04,3.01E-04,3,object
V4158,50.818,-27.194,11.587,4.06E-04,-3.06E-04,-9.96E-05,2,face
V4183,46.104,-2.978,16.992,-9.11E-05,-3.88E-04,4.79E-04,3,object
V4184,49.872,-2.93,17.032,-3.74E-04,1.19E-04,2.56E-04,3,object
V4185,53.639,-2.8821,17.072,-3.99E-05,-1.34E-04,1.74E-04,3,object
V4234,59.687,35.343,25.709,3.49E-04,2.41E-04,-5.90E-04,1,place
V4263,-12.576,51.767,28.828,2.31E-04,-1.98E-04,-3.27E-05,2,face
V4288,43.669,59.416,30.991,5.84E-05,-4.09E-04,3.50E-04,3,object
V4289,47.437,59.464,31.032,-3.42E-04,4.07E-05,3.02E-04,3,object
V4293,47.302,62.93,31.81,1.98E-04,3.89E-04,-5.88E-04,1,place
V4301,17.025,66.014,32.263,-1.98E-04,-2.98E-04,4.96E-04,3,object
V4314,13.122,69.433,33.001,-3.62E-05,3.17E-04,-2.81E-04,1,place
V4324,12.987,72.9,33.779,2.07E-04,-2.29E-04,2.18E-05,2,face
V4325,20.522,72.995,33.859,3.07E-04,-1.20E-04,-1.87E-04,1,place
V4326,24.29,73.043,33.9,2.22E-04,-3.59E-05,-1.86E-04,1,place
V4327,28.058,73.09,33.94,3.57E-04,-1.78E-04,-1.79E-04,2,face
V4351,10.647,-60.242,7.4661,1.01E-05,-2.55E-04,2.45E-04,3,object
V4359,6.744,-56.823,8.2035,-2.45E-04,3.56E-05,2.10E-04,3,object
V4360,10.512,-56.776,8.2445,-2.46E-04,-5.82E-05,3.04E-04,3,object
V4369,-8.4621,-53.548,8.8192,-3.06E-04,8.40E-05,2.22E-04,3,object
V4370,-4.6944,-53.5,8.8602,-2.89E-04,3.16E-04,-2.68E-05,1,place
V4378,29.08,-49.604,10.002,-2.90E-04,2.14E-04,7.59E-05,1,place
V4401,-46.951,-33.228,13.081,2.12E-04,-1.05E-04,-1.08E-04,2,face
V4410,39.571,-28.663,14.791,-4.61E-05,1.57E-04,-1.11E-04,1,place
V4412,47.107,-28.568,14.872,5.20E-05,2.59E-04,-3.11E-04,1,place
V4419,50.604,-21.587,16.468,3.04E-04,-1.47E-04,-1.57E-04,2,face
V4541,36.325,54.528,33.457,3.45E-04,-2.45E-04,-1.00E-04,2,face
V4551,36.19,57.995,34.235,9.47E-05,2.85E-04,-3.80E-04,1,place
V4564,43.59,61.556,35.094,-1.56E-04,6.33E-04,-4.78E-04,1,place
V4570,17.081,64.689,35.588,-2.17E-04,2.86E-04,-6.88E-05,1,place
V4583,24.481,68.251,36.447,-4.86E-04,6.19E-04,-1.34E-04,1,place
V4601,-17.234,74.658,37.556,-1.32E-04,3.71E-04,-2.38E-04,1,place
V4604,20.443,75.135,37.962,-4.61E-05,-0.000135311,1.81E-04,3,object
V4608,-21.137,78.077,38.294,-2.21E-04,-2.10E-05,2.42E-04,3,object
V4609,-17.369,78.124,38.334,-2.58E-04,2.17E-04,4.08E-05,1,place
V4645,21.736,-54.492,12.468,1.21E-04,5.31E-05,-1.75E-04,1,place
V4647,33.039,-54.348,12.59,-2.59E-04,1.92E-04,6.66E-05,1,place
V4693,35.86,-30.037,18.074,1.62E-04,-2.05E-04,4.23E-05,2,face
V4694,39.628,-29.989,18.115,3.49E-04,-5.11E-05,-2.98E-04,1,place
V4695,43.395,-29.941,18.156,-3.33E-04,9.13E-05,2.42E-04,3,object
V4701,35.725,-26.57,18.853,-3.94E-04,7.18E-05,3.22E-04,3,object
V4702,39.492,-26.523,18.893,-2.96E-04,-1.45E-04,4.41E-04,3,object
V4703,43.26,-26.475,18.933,-2.23E-04,2.83E-04,-5.99E-05,1,place
V4704,47.028,-26.427,18.974,-1.87E-04,-1.17E-04,3.04E-04,3,object
V4708,39.357,-23.056,19.67,-2.16E-04,-5.98E-05,2.76E-04,3,object
V4709,43.125,-23.009,19.711,2.85E-04,-9.63E-05,-1.88E-04,1,place
V4712,-54.971,-20.784,19.436,6.45E-06,1.20E-04,-1.26E-04,1,place
V4792,-38.161,31.451,31.304,-2.06E-05,1.81E-04,-1.60E-04,1,place
V4814,48.226,39.48,33.792,2.50E-04,-1.04E-05,-2.39E-04,1,place
V4830,-53.908,48.591,35.032,-2.56E-04,-2.25E-04,4.81E-04,3,object
V4856,36.382,53.203,36.782,2.80E-05,2.84E-04,-3.12E-04,1,place
V4857,40.149,53.251,36.822,9.07E-05,2.07E-05,-1.11E-04,1,place
V4872,43.782,56.765,37.641,-1.25E-04,4.81E-04,-3.56E-04,1,place
V4891,17.137,63.363,38.913,-1.13E-04,7.25E-05,4.02E-05,1,place
V4894,32.208,63.554,39.075,-3.24E-04,5.28E-04,-2.04E-04,1,place
V4962,6.7213,-56.008,15.63,-3.46E-04,3.24E-04,2.17E-05,1,place
V4966,2.8183,-52.589,16.368,2.71E-04,-1.80E-04,-9.07E-05,2,face
V4974,2.683,-49.124,17.146,1.28E-04,-1.64E-04,3.62E-05,2,face
V4976,25.289,-48.837,17.389,2.14E-04,-2.36E-04,2.16E-05,2,face
V4982,2.5478,-45.657,17.923,-2.15E-04,7.39E-04,-5.24E-04,1,place
V5001,43.722,-38.199,19.925,-1.73E-04,-3.35E-04,5.09E-04,3,object
V5060,-55.591,-4.7769,26.649,-4.67E-04,9.53E-05,3.71E-04,3,object
V5130,-45.775,33.496,35.326,-1.87E-04,2.83E-04,-9.61E-05,1,place
V5216,13.426,61.99,42.197,1.32E-04,-3.71E-04,2.39E-04,2,face
V5236,-17.121,72.007,44.206,-4.56E-04,1.14E-04,3.42E-04,3,object
V5261,-0.7579,-57.429,18.874,-2.03E-04,-6.90E-05,2.72E-04,3,object
V5262,6.7775,-57.333,18.955,-4.01E-05,-1.99E-04,2.40E-04,3,object
V5269,-0.89315,-53.963,19.652,-1.98E-04,-3.28E-05,2.31E-04,3,object
V5270,6.6423,-53.867,19.733,-3.80E-04,2.67E-04,1.13E-04,1,place
V5273,25.481,-53.629,19.935,5.80E-05,5.06E-04,-5.64E-04,1,place
V5280,-1.0284,-50.496,20.43,-9.13E-05,-9.44E-05,1.86E-04,3,object
V5287,6.3718,-46.934,21.288,-1.72E-04,-4.35E-05,2.16E-04,3,object
V5303,-31.576,-40.48,22.438,2.70E-04,6.04E-05,-3.30E-04,1,place
V5323,20.902,-32.879,24.561,-3.07E-04,-1.19E-04,4.26E-04,3,object
V5339,-39.787,-23.243,26.247,-1.69E-04,2.00E-04,-3.10E-05,1,place
V5340,-36.02,-23.195,26.287,1.78E-04,-9.92E-05,-7.85E-05,2,face
V5341,-32.252,-23.148,26.327,-3.42E-04,-3.68E-06,3.46E-04,3,object
V5361,35.161,-11.89,29.39,-3.08E-04,1.61E-04,1.48E-04,1,place
V5444,-57.022,32.027,38.53,-2.20E-04,1.49E-04,7.13E-05,1,place
V5552,-4.4693,-58.803,22.158,3.21E-04,-1.07E-04,-2.14E-04,1,place
V5553,-0.70164,-58.754,22.199,1.32E-04,-2.59E-06,-1.29E-04,1,place
V5569,6.5633,-51.727,23.835,2.97E-06,1.28E-04,-1.31E-04,1,place
V5577,2.6603,-48.308,24.573,-2.58E-04,2.89E-04,-3.12E-05,1,place
V5619,39.796,-33.965,28.089,-4.34E-04,9.30E-05,3.41E-04,3,object
V5632,-20.757,-27.797,28.996,-1.51E-04,-1.56E-04,3.07E-04,3,object
V5664,31.314,-9.7967,33.452,-2.00E-04,2.92E-04,-9.19E-05,1,place
V5676,-44.31,-3.8186,34.197,-2.06E-04,-1.73E-04,3.79E-04,3,object
V5681,-48.213,-0.4,34.934,-1.96E-04,9.68E-05,9.93E-05,1,place
V5700,-25.878,6.8188,36.733,-1.40E-04,-2.95E-04,4.35E-04,3,object
V5798,-38.668,44.805,45.168,-6.21E-04,2.85E-04,3.36E-04,3,object
V5860,-0.64537,-60.08,25.523,-6.25E-04,8.55E-04,-2.30E-04,1,place
V5865,10.523,-56.471,26.422,6.67E-04,-1.42E-04,-5.25E-04,2,face
V5871,6.6196,-53.052,27.16,1.29E-04,-9.70E-05,-3.25E-05,2,face
V5881,-1.0511,-49.681,27.857,-2.34E-04,-3.90E-04,6.24E-04,3,object
V5888,2.5814,-46.167,28.675,-2.87E-04,-1.07E-04,3.95E-04,3,object
V5904,-5.2246,-39.33,30.15,-2.43E-04,-2.04E-05,2.63E-04,3,object
V5915,2.1756,-35.769,31.008,-4.68E-05,-3.77E-04,4.24E-04,3,object
V5926,2.0404,-32.302,31.786,6.69E-04,-6.44E-04,-2.54E-05,2,face
V5963,-21.107,-18.723,34.654,1.32E-05,5.33E-04,-5.46E-04,1,place
V5972,-21.242,-15.257,35.432,7.05E-04,-1.80E-04,-5.25E-04,2,face
V5980,-21.377,-11.79,36.209,1.23E-04,-2.43E-05,-9.85E-05,1,place
V5985,-44.119,-8.6108,36.745,-1.96E-05,1.47E-04,-1.28E-04,1,place
V5986,-29.048,-8.4196,36.906,-4.12E-04,-3.18E-06,4.16E-04,3,object
V5987,-21.513,-8.3243,36.987,-1.68E-04,1.32E-04,3.63E-05,1,place
V5991,23.7,-7.7513,37.473,-3.21E-04,1.39E-04,1.82E-04,1,place
V5996,-48.022,-5.1922,37.482,-6.08E-04,3.04E-04,3.04E-04,3,object
V5997,-44.254,-5.1443,37.522,-2.89E-04,4.79E-04,-1.91E-04,1,place
V6001,19.797,-4.3326,38.211,-2.76E-04,-2.18E-04,4.94E-04,3,object
V6002,23.565,-4.2852,38.252,8.77E-06,2.33E-04,-2.42E-04,1,place
V6029,-29.589,5.445,40.017,-5.28E-04,4.08E-04,1.21E-04,1,place
V6078,-37.801,22.682,43.825,2.04E-04,1.56E-04,-3.60E-04,1,place
V6103,-34.439,33.128,46.199,-1.71E-04,3.11E-04,-1.40E-04,1,place
V6198,6.5406,-50.911,31.262,3.13E-05,2.76E-04,-3.08E-04,1,place
V6203,-1.1301,-47.541,31.959,-8.19E-05,2.69E-04,-1.88E-04,1,place
V6211,-1.2653,-44.074,32.736,2.40E-05,1.73E-04,-1.97E-04,1,place
V6220,-12.704,-40.752,33.393,-3.13E-04,2.83E-04,3.00E-05,1,place
V6348,26.983,4.8357,43.95,-2.47E-04,-2.73E-04,5.20E-04,3,object
V6498,-4.571,-55.847,33.688,1.94E-04,7.04E-05,-2.64E-04,1,place
V6500,-4.7063,-52.38,34.465,-4.53E-04,-3.25E-05,4.85E-04,3,object
V6505,-1.0738,-48.866,35.284,1.39E-04,-2.94E-06,-1.37E-04,1,place
V6513,-20.183,-42.172,36.637,-2.94E-04,4.61E-04,-1.67E-04,1,place
V6514,-16.415,-42.125,36.677,-1.53E-04,-2.88E-04,4.41E-04,3,object
V6516,-5.112,-41.981,36.798,-1.46E-06,-3.30E-04,3.32E-04,3,object
V6525,-24.086,-38.754,37.374,-1.35E-04,-2.27E-04,3.61E-04,3,object
V6526,-20.318,-38.706,37.414,9.31E-05,-6.87E-04,5.94E-04,2,face
V6532,9.8236,-38.324,37.738,-8.09E-05,-3.10E-04,3.91E-04,3,object
V6557,-13.188,-28.212,39.828,-9.41E-05,5.70E-04,-4.76E-04,1,place
V6562,13.186,-27.877,40.113,1.87E-04,-5.97E-04,4.10E-04,2,face
V6563,16.953,-27.829,40.153,2.50E-04,-3.51E-04,1.00E-04,2,face
V6702,15.195,17.233,50.264,-7.40E-05,-2.20E-04,2.94E-04,3,object
V6711,22.595,20.794,51.122,3.92E-04,-2.43E-04,-1.49E-04,2,face
V6807,17.551,-43.021,40.366,-1.52E-04,-4.22E-04,5.74E-04,3,object
V6814,-16.629,-36.518,41.557,-5.78E-04,2.08E-04,3.70E-04,3,object
V6817,5.9769,-36.231,41.8,-7.00E-05,-1.96E-04,2.66E-04,3,object
V6827,28.448,-32.478,42.821,-4.38E-04,4.77E-05,3.90E-04,3,object
V6872,20.236,-15.242,46.629,2.46E-04,6.65E-05,-3.12E-04,1,place
V6883,23.869,-11.728,47.447,3.59E-04,9.72E-05,-4.56E-04,1,place
V6912,0.85669,-1.6156,49.537,-2.36E-04,4.34E-04,-1.98E-04,1,place
V6913,12.16,-1.4724,49.66,-2.06E-04,-2.25E-04,4.31E-04,3,object
V6936,23.192,5.6039,51.336,3.53E-04,7.98E-05,-4.33E-04,1,place
V6979,-15.161,22.458,54.82,2.94E-04,1.73E-04,-4.67E-04,1,place
V7047,-9.4434,-27.349,47.296,-1.98E-04,1.80E-04,1.83E-05,1,place
V7163,-17.464,-14.905,53.651,-1.45E-04,1.81E-04,-3.58E-05,1,place
V7172,4.7369,-4.219,56.227,3.28E-04,-1.27E-04,-2.01E-04,1,place
